"Sector","Country","Year","Quarter","Value"
"Agriculture, forestry and fishing","Belgium",2017,"Q1",834.3
"Agriculture, forestry and fishing","Belgium",2017,"Q2",821.5
"Agriculture, forestry and fishing","Belgium",2017,"Q3",789.4
"Agriculture, forestry and fishing","Belgium",2017,"Q4",789.6
"Agriculture, forestry and fishing","Belgium",2018,"Q1",770.1
"Agriculture, forestry and fishing","Belgium",2018,"Q2",759.5
"Agriculture, forestry and fishing","Belgium",2018,"Q3",755.2
"Agriculture, forestry and fishing","Belgium",2018,"Q4",769.1
"Agriculture, forestry and fishing","Belgium",2019,"Q1",810.7
"Agriculture, forestry and fishing","Belgium",2019,"Q2",866.2
"Agriculture, forestry and fishing","Belgium",2019,"Q3",906.9
"Agriculture, forestry and fishing","Belgium",2019,"Q4",862.5
"Agriculture, forestry and fishing","Belgium",2021,"Q1",801.5
"Agriculture, forestry and fishing","Belgium",2021,"Q2",818.4
"Agriculture, forestry and fishing","Belgium",2021,"Q3",842.9
"Agriculture, forestry and fishing","Belgium",2021,"Q4",851.3
"Agriculture, forestry and fishing","Belgium",2022,"Q1",884.1
"Agriculture, forestry and fishing","Belgium",2022,"Q2",939.1
"Agriculture, forestry and fishing","Belgium",2022,"Q3",1006.3
"Agriculture, forestry and fishing","Belgium",2022,"Q4",1099.6
"Agriculture, forestry and fishing","Belgium",2023,"Q1",1161.4
"Agriculture, forestry and fishing","Belgium",2023,"Q2",1158.5
"Agriculture, forestry and fishing","Belgium",2023,"Q3",1075.6
"Agriculture, forestry and fishing","Belgium",2023,"Q4",1190.5
"Agriculture, forestry and fishing","Belgium",2024,"Q1",1232.5
"Agriculture, forestry and fishing","Belgium",2024,"Q2",1222.5
"Agriculture, forestry and fishing","Belgium",2024,"Q3",1240.9
"Agriculture, forestry and fishing","Cyprus",2010,"Q1",96.1
"Agriculture, forestry and fishing","Cyprus",2010,"Q2",95.7
"Agriculture, forestry and fishing","Cyprus",2010,"Q3",105
"Agriculture, forestry and fishing","Cyprus",2010,"Q4",103.7
"Agriculture, forestry and fishing","Cyprus",2011,"Q1",105.3
"Agriculture, forestry and fishing","Cyprus",2011,"Q2",111.2
"Agriculture, forestry and fishing","Cyprus",2011,"Q3",104.9
"Agriculture, forestry and fishing","Cyprus",2011,"Q4",104.6
"Agriculture, forestry and fishing","Cyprus",2012,"Q1",104.4
"Agriculture, forestry and fishing","Cyprus",2012,"Q2",97.1
"Agriculture, forestry and fishing","Cyprus",2012,"Q3",96.2
"Agriculture, forestry and fishing","Cyprus",2012,"Q4",92.5
"Agriculture, forestry and fishing","Cyprus",2013,"Q1",94.2
"Agriculture, forestry and fishing","Cyprus",2013,"Q2",92.4
"Agriculture, forestry and fishing","Cyprus",2013,"Q3",90.4
"Agriculture, forestry and fishing","Cyprus",2013,"Q4",90.3
"Agriculture, forestry and fishing","Cyprus",2014,"Q1",79.3
"Agriculture, forestry and fishing","Cyprus",2014,"Q2",81.4
"Agriculture, forestry and fishing","Cyprus",2014,"Q3",82
"Agriculture, forestry and fishing","Cyprus",2014,"Q4",79.8
"Agriculture, forestry and fishing","Cyprus",2015,"Q1",81.9
"Agriculture, forestry and fishing","Cyprus",2015,"Q2",81
"Agriculture, forestry and fishing","Cyprus",2015,"Q3",80.1
"Agriculture, forestry and fishing","Cyprus",2015,"Q4",92.2
"Agriculture, forestry and fishing","Cyprus",2016,"Q1",94.5
"Agriculture, forestry and fishing","Cyprus",2016,"Q2",98.1
"Agriculture, forestry and fishing","Cyprus",2016,"Q3",113.6
"Agriculture, forestry and fishing","Cyprus",2016,"Q4",101.3
"Agriculture, forestry and fishing","Cyprus",2017,"Q1",101.6
"Agriculture, forestry and fishing","Cyprus",2017,"Q2",94.2
"Agriculture, forestry and fishing","Cyprus",2017,"Q3",91.5
"Agriculture, forestry and fishing","Cyprus",2017,"Q4",89
"Agriculture, forestry and fishing","Cyprus",2018,"Q1",85.9
"Agriculture, forestry and fishing","Cyprus",2018,"Q2",93
"Agriculture, forestry and fishing","Cyprus",2018,"Q3",97.5
"Agriculture, forestry and fishing","Cyprus",2018,"Q4",98.3
"Agriculture, forestry and fishing","Cyprus",2019,"Q1",106.2
"Agriculture, forestry and fishing","Cyprus",2019,"Q2",102.7
"Agriculture, forestry and fishing","Cyprus",2019,"Q3",100
"Agriculture, forestry and fishing","Cyprus",2019,"Q4",100.2
"Agriculture, forestry and fishing","Cyprus",2021,"Q1",95.8
"Agriculture, forestry and fishing","Cyprus",2021,"Q2",98.6
"Agriculture, forestry and fishing","Cyprus",2021,"Q3",102.5
"Agriculture, forestry and fishing","Cyprus",2021,"Q4",88.9
"Agriculture, forestry and fishing","Cyprus",2022,"Q1",92.3
"Agriculture, forestry and fishing","Cyprus",2022,"Q2",88.3
"Agriculture, forestry and fishing","Cyprus",2022,"Q3",80.7
"Agriculture, forestry and fishing","Cyprus",2022,"Q4",84.6
"Agriculture, forestry and fishing","Cyprus",2023,"Q1",87.6
"Agriculture, forestry and fishing","Cyprus",2023,"Q2",92.2
"Agriculture, forestry and fishing","Cyprus",2023,"Q3",96
"Agriculture, forestry and fishing","Cyprus",2023,"Q4",93.8
"Agriculture, forestry and fishing","Cyprus",2024,"Q1",92.2
"Agriculture, forestry and fishing","Cyprus",2024,"Q2",96.1
"Agriculture, forestry and fishing","Cyprus",2024,"Q3",103.2
"Agriculture, forestry and fishing","Germany",2010,"Q1",4275
"Agriculture, forestry and fishing","Germany",2010,"Q2",4548
"Agriculture, forestry and fishing","Germany",2010,"Q3",5480
"Agriculture, forestry and fishing","Germany",2010,"Q4",5991
"Agriculture, forestry and fishing","Germany",2011,"Q1",6356
"Agriculture, forestry and fishing","Germany",2011,"Q2",6700
"Agriculture, forestry and fishing","Germany",2011,"Q3",6321
"Agriculture, forestry and fishing","Germany",2011,"Q4",6022
"Agriculture, forestry and fishing","Germany",2012,"Q1",6018
"Agriculture, forestry and fishing","Germany",2012,"Q2",6121
"Agriculture, forestry and fishing","Germany",2012,"Q3",6556
"Agriculture, forestry and fishing","Germany",2012,"Q4",6818
"Agriculture, forestry and fishing","Germany",2013,"Q1",6826
"Agriculture, forestry and fishing","Germany",2013,"Q2",6772
"Agriculture, forestry and fishing","Germany",2013,"Q3",6234
"Agriculture, forestry and fishing","Germany",2013,"Q4",6744
"Agriculture, forestry and fishing","Germany",2014,"Q1",7375
"Agriculture, forestry and fishing","Germany",2014,"Q2",7402
"Agriculture, forestry and fishing","Germany",2014,"Q3",6558
"Agriculture, forestry and fishing","Germany",2014,"Q4",5992
"Agriculture, forestry and fishing","Germany",2015,"Q1",5396
"Agriculture, forestry and fishing","Germany",2015,"Q2",5439
"Agriculture, forestry and fishing","Germany",2015,"Q3",5405
"Agriculture, forestry and fishing","Germany",2015,"Q4",5631
"Agriculture, forestry and fishing","Germany",2016,"Q1",5513
"Agriculture, forestry and fishing","Germany",2016,"Q2",5584
"Agriculture, forestry and fishing","Germany",2016,"Q3",5891
"Agriculture, forestry and fishing","Germany",2016,"Q4",6354
"Agriculture, forestry and fishing","Germany",2017,"Q1",6760
"Agriculture, forestry and fishing","Germany",2017,"Q2",7082
"Agriculture, forestry and fishing","Germany",2017,"Q3",7545
"Agriculture, forestry and fishing","Germany",2017,"Q4",7278
"Agriculture, forestry and fishing","Germany",2018,"Q1",6039
"Agriculture, forestry and fishing","Germany",2018,"Q2",5891
"Agriculture, forestry and fishing","Germany",2018,"Q3",6729
"Agriculture, forestry and fishing","Germany",2018,"Q4",6837
"Agriculture, forestry and fishing","Germany",2019,"Q1",7344
"Agriculture, forestry and fishing","Germany",2019,"Q2",7554
"Agriculture, forestry and fishing","Germany",2019,"Q3",7401
"Agriculture, forestry and fishing","Germany",2019,"Q4",7172
"Agriculture, forestry and fishing","Germany",2021,"Q1",6096
"Agriculture, forestry and fishing","Germany",2021,"Q2",6664
"Agriculture, forestry and fishing","Germany",2021,"Q3",6947
"Agriculture, forestry and fishing","Germany",2021,"Q4",7580
"Agriculture, forestry and fishing","Germany",2022,"Q1",8820
"Agriculture, forestry and fishing","Germany",2022,"Q2",9980
"Agriculture, forestry and fishing","Germany",2022,"Q3",10288
"Agriculture, forestry and fishing","Germany",2022,"Q4",10606
"Agriculture, forestry and fishing","Germany",2023,"Q1",9566
"Agriculture, forestry and fishing","Germany",2023,"Q2",8385
"Agriculture, forestry and fishing","Germany",2023,"Q3",8984
"Agriculture, forestry and fishing","Germany",2023,"Q4",8306
"Agriculture, forestry and fishing","Germany",2024,"Q1",8280
"Agriculture, forestry and fishing","Germany",2024,"Q2",8760
"Agriculture, forestry and fishing","Germany",2024,"Q3",8989
"Agriculture, forestry and fishing","Euroarea",2010,"Q1",34402.9
"Agriculture, forestry and fishing","Euroarea",2010,"Q2",35490.1
"Agriculture, forestry and fishing","Euroarea",2010,"Q3",37108
"Agriculture, forestry and fishing","Euroarea",2010,"Q4",38287.9
"Agriculture, forestry and fishing","Euroarea",2011,"Q1",38691.6
"Agriculture, forestry and fishing","Euroarea",2011,"Q2",38817.3
"Agriculture, forestry and fishing","Euroarea",2011,"Q3",37990.1
"Agriculture, forestry and fishing","Euroarea",2011,"Q4",38334.3
"Agriculture, forestry and fishing","Euroarea",2012,"Q1",38010.9
"Agriculture, forestry and fishing","Euroarea",2012,"Q2",37718.5
"Agriculture, forestry and fishing","Euroarea",2012,"Q3",39004.4
"Agriculture, forestry and fishing","Euroarea",2012,"Q4",39963.3
"Agriculture, forestry and fishing","Euroarea",2013,"Q1",39256.5
"Agriculture, forestry and fishing","Euroarea",2013,"Q2",39237.2
"Agriculture, forestry and fishing","Euroarea",2013,"Q3",39000.2
"Agriculture, forestry and fishing","Euroarea",2013,"Q4",40246.9
"Agriculture, forestry and fishing","Euroarea",2014,"Q1",40727.5
"Agriculture, forestry and fishing","Euroarea",2014,"Q2",40193
"Agriculture, forestry and fishing","Euroarea",2014,"Q3",39676.3
"Agriculture, forestry and fishing","Euroarea",2014,"Q4",38972.3
"Agriculture, forestry and fishing","Euroarea",2015,"Q1",39717.6
"Agriculture, forestry and fishing","Euroarea",2015,"Q2",39862.8
"Agriculture, forestry and fishing","Euroarea",2015,"Q3",40830.8
"Agriculture, forestry and fishing","Euroarea",2015,"Q4",40885.1
"Agriculture, forestry and fishing","Euroarea",2016,"Q1",39770
"Agriculture, forestry and fishing","Euroarea",2016,"Q2",39311.7
"Agriculture, forestry and fishing","Euroarea",2016,"Q3",40237.7
"Agriculture, forestry and fishing","Euroarea",2016,"Q4",40980.4
"Agriculture, forestry and fishing","Euroarea",2017,"Q1",42582
"Agriculture, forestry and fishing","Euroarea",2017,"Q2",43117.3
"Agriculture, forestry and fishing","Euroarea",2017,"Q3",44681.6
"Agriculture, forestry and fishing","Euroarea",2017,"Q4",45403.7
"Agriculture, forestry and fishing","Euroarea",2018,"Q1",43763.3
"Agriculture, forestry and fishing","Euroarea",2018,"Q2",42975.9
"Agriculture, forestry and fishing","Euroarea",2018,"Q3",43625.9
"Agriculture, forestry and fishing","Euroarea",2018,"Q4",43959.8
"Agriculture, forestry and fishing","Euroarea",2019,"Q1",44352.2
"Agriculture, forestry and fishing","Euroarea",2019,"Q2",44539
"Agriculture, forestry and fishing","Euroarea",2019,"Q3",44561.3
"Agriculture, forestry and fishing","Euroarea",2019,"Q4",44349.5
"Agriculture, forestry and fishing","Euroarea",2021,"Q1",43400.4
"Agriculture, forestry and fishing","Euroarea",2021,"Q2",45328.9
"Agriculture, forestry and fishing","Euroarea",2021,"Q3",47510.1
"Agriculture, forestry and fishing","Euroarea",2021,"Q4",48794.8
"Agriculture, forestry and fishing","Euroarea",2022,"Q1",50340.1
"Agriculture, forestry and fishing","Euroarea",2022,"Q2",53019.4
"Agriculture, forestry and fishing","Euroarea",2022,"Q3",56419.7
"Agriculture, forestry and fishing","Euroarea",2022,"Q4",57879
"Agriculture, forestry and fishing","Euroarea",2023,"Q1",57414.1
"Agriculture, forestry and fishing","Euroarea",2023,"Q2",56147.9
"Agriculture, forestry and fishing","Euroarea",2023,"Q3",55894.7
"Agriculture, forestry and fishing","Euroarea",2023,"Q4",55753.6
"Agriculture, forestry and fishing","Euroarea",2024,"Q1",55838.5
"Agriculture, forestry and fishing","Euroarea",2024,"Q2",56021.7
"Agriculture, forestry and fishing","Euroarea",2024,"Q3",56648.3
"Agriculture, forestry and fishing","Estonia",2010,"Q1",89.6
"Agriculture, forestry and fishing","Estonia",2010,"Q2",117
"Agriculture, forestry and fishing","Estonia",2010,"Q3",138.2
"Agriculture, forestry and fishing","Estonia",2010,"Q4",122.2
"Agriculture, forestry and fishing","Estonia",2011,"Q1",155.2
"Agriculture, forestry and fishing","Estonia",2011,"Q2",162.2
"Agriculture, forestry and fishing","Estonia",2011,"Q3",159.4
"Agriculture, forestry and fishing","Estonia",2011,"Q4",141.8
"Agriculture, forestry and fishing","Estonia",2012,"Q1",139.3
"Agriculture, forestry and fishing","Estonia",2012,"Q2",144.6
"Agriculture, forestry and fishing","Estonia",2012,"Q3",152.4
"Agriculture, forestry and fishing","Estonia",2012,"Q4",159.9
"Agriculture, forestry and fishing","Estonia",2013,"Q1",152
"Agriculture, forestry and fishing","Estonia",2013,"Q2",152.5
"Agriculture, forestry and fishing","Estonia",2013,"Q3",143.6
"Agriculture, forestry and fishing","Estonia",2013,"Q4",145.2
"Agriculture, forestry and fishing","Estonia",2014,"Q1",165.4
"Agriculture, forestry and fishing","Estonia",2014,"Q2",175.7
"Agriculture, forestry and fishing","Estonia",2014,"Q3",152.8
"Agriculture, forestry and fishing","Estonia",2014,"Q4",145.4
"Agriculture, forestry and fishing","Estonia",2015,"Q1",126.6
"Agriculture, forestry and fishing","Estonia",2015,"Q2",158
"Agriculture, forestry and fishing","Estonia",2015,"Q3",159.2
"Agriculture, forestry and fishing","Estonia",2015,"Q4",131.5
"Agriculture, forestry and fishing","Estonia",2016,"Q1",120.5
"Agriculture, forestry and fishing","Estonia",2016,"Q2",107.4
"Agriculture, forestry and fishing","Estonia",2016,"Q3",97.4
"Agriculture, forestry and fishing","Estonia",2016,"Q4",123.2
"Agriculture, forestry and fishing","Estonia",2017,"Q1",128.6
"Agriculture, forestry and fishing","Estonia",2017,"Q2",95.2
"Agriculture, forestry and fishing","Estonia",2017,"Q3",145.6
"Agriculture, forestry and fishing","Estonia",2017,"Q4",150.4
"Agriculture, forestry and fishing","Estonia",2018,"Q1",151.6
"Agriculture, forestry and fishing","Estonia",2018,"Q2",119.2
"Agriculture, forestry and fishing","Estonia",2018,"Q3",122.3
"Agriculture, forestry and fishing","Estonia",2018,"Q4",133.4
"Agriculture, forestry and fishing","Estonia",2019,"Q1",170.6
"Agriculture, forestry and fishing","Estonia",2019,"Q2",207.1
"Agriculture, forestry and fishing","Estonia",2019,"Q3",140.6
"Agriculture, forestry and fishing","Estonia",2019,"Q4",135.5
"Agriculture, forestry and fishing","Estonia",2021,"Q1",105.6
"Agriculture, forestry and fishing","Estonia",2021,"Q2",140
"Agriculture, forestry and fishing","Estonia",2021,"Q3",153.4
"Agriculture, forestry and fishing","Estonia",2021,"Q4",139.4
"Agriculture, forestry and fishing","Estonia",2022,"Q1",167.4
"Agriculture, forestry and fishing","Estonia",2022,"Q2",163.2
"Agriculture, forestry and fishing","Estonia",2022,"Q3",208.9
"Agriculture, forestry and fishing","Estonia",2022,"Q4",225.2
"Agriculture, forestry and fishing","Estonia",2023,"Q1",192.4
"Agriculture, forestry and fishing","Estonia",2023,"Q2",176.8
"Agriculture, forestry and fishing","Estonia",2023,"Q3",157.8
"Agriculture, forestry and fishing","Estonia",2023,"Q4",165.7
"Agriculture, forestry and fishing","Estonia",2024,"Q1",179.4
"Agriculture, forestry and fishing","Estonia",2024,"Q2",161.9
"Agriculture, forestry and fishing","Estonia",2024,"Q3",169
"Agriculture, forestry and fishing","Greece",2010,"Q1",1671.1
"Agriculture, forestry and fishing","Greece",2010,"Q2",1652.8
"Agriculture, forestry and fishing","Greece",2010,"Q3",1620
"Agriculture, forestry and fishing","Greece",2010,"Q4",1572.3
"Agriculture, forestry and fishing","Greece",2011,"Q1",1557
"Agriculture, forestry and fishing","Greece",2011,"Q2",1558.2
"Agriculture, forestry and fishing","Greece",2011,"Q3",1548.1
"Agriculture, forestry and fishing","Greece",2011,"Q4",1566.7
"Agriculture, forestry and fishing","Greece",2012,"Q1",1588.7
"Agriculture, forestry and fishing","Greece",2012,"Q2",1599
"Agriculture, forestry and fishing","Greece",2012,"Q3",1592.8
"Agriculture, forestry and fishing","Greece",2012,"Q4",1575.4
"Agriculture, forestry and fishing","Greece",2013,"Q1",1520.7
"Agriculture, forestry and fishing","Greece",2013,"Q2",1488.6
"Agriculture, forestry and fishing","Greece",2013,"Q3",1474.1
"Agriculture, forestry and fishing","Greece",2013,"Q4",1486.1
"Agriculture, forestry and fishing","Greece",2014,"Q1",1500.7
"Agriculture, forestry and fishing","Greece",2014,"Q2",1523.7
"Agriculture, forestry and fishing","Greece",2014,"Q3",1568.2
"Agriculture, forestry and fishing","Greece",2014,"Q4",1628.4
"Agriculture, forestry and fishing","Greece",2015,"Q1",1679.5
"Agriculture, forestry and fishing","Greece",2015,"Q2",1698.8
"Agriculture, forestry and fishing","Greece",2015,"Q3",1683.5
"Agriculture, forestry and fishing","Greece",2015,"Q4",1639.8
"Agriculture, forestry and fishing","Greece",2016,"Q1",1531.4
"Agriculture, forestry and fishing","Greece",2016,"Q2",1488
"Agriculture, forestry and fishing","Greece",2016,"Q3",1483.3
"Agriculture, forestry and fishing","Greece",2016,"Q4",1530.1
"Agriculture, forestry and fishing","Greece",2017,"Q1",1618.1
"Agriculture, forestry and fishing","Greece",2017,"Q2",1677
"Agriculture, forestry and fishing","Greece",2017,"Q3",1690.7
"Agriculture, forestry and fishing","Greece",2017,"Q4",1669.6
"Agriculture, forestry and fishing","Greece",2018,"Q1",1605.4
"Agriculture, forestry and fishing","Greece",2018,"Q2",1575.3
"Agriculture, forestry and fishing","Greece",2018,"Q3",1574.6
"Agriculture, forestry and fishing","Greece",2018,"Q4",1613
"Agriculture, forestry and fishing","Greece",2019,"Q1",1658.3
"Agriculture, forestry and fishing","Greece",2019,"Q2",1698.9
"Agriculture, forestry and fishing","Greece",2019,"Q3",1713
"Agriculture, forestry and fishing","Greece",2019,"Q4",1710
"Agriculture, forestry and fishing","Greece",2021,"Q1",1566.9
"Agriculture, forestry and fishing","Greece",2021,"Q2",1571.7
"Agriculture, forestry and fishing","Greece",2021,"Q3",1636.3
"Agriculture, forestry and fishing","Greece",2021,"Q4",1743.5
"Agriculture, forestry and fishing","Greece",2022,"Q1",1842.8
"Agriculture, forestry and fishing","Greece",2022,"Q2",1943.4
"Agriculture, forestry and fishing","Greece",2022,"Q3",2016.5
"Agriculture, forestry and fishing","Greece",2022,"Q4",1998
"Agriculture, forestry and fishing","Greece",2023,"Q1",1913.6
"Agriculture, forestry and fishing","Greece",2023,"Q2",1892.6
"Agriculture, forestry and fishing","Greece",2023,"Q3",1885.6
"Agriculture, forestry and fishing","Greece",2023,"Q4",1837.8
"Agriculture, forestry and fishing","Greece",2024,"Q1",1993.9
"Agriculture, forestry and fishing","Greece",2024,"Q2",1986
"Agriculture, forestry and fishing","Greece",2024,"Q3",1901.5
"Agriculture, forestry and fishing","Spain",2010,"Q1",6603
"Agriculture, forestry and fishing","Spain",2010,"Q2",6697
"Agriculture, forestry and fishing","Spain",2010,"Q3",6196
"Agriculture, forestry and fishing","Spain",2010,"Q4",6543
"Agriculture, forestry and fishing","Spain",2011,"Q1",6434
"Agriculture, forestry and fishing","Spain",2011,"Q2",6503
"Agriculture, forestry and fishing","Spain",2011,"Q3",6176
"Agriculture, forestry and fishing","Spain",2011,"Q4",6135
"Agriculture, forestry and fishing","Spain",2012,"Q1",6060
"Agriculture, forestry and fishing","Spain",2012,"Q2",5804
"Agriculture, forestry and fishing","Spain",2012,"Q3",6370
"Agriculture, forestry and fishing","Spain",2012,"Q4",6606
"Agriculture, forestry and fishing","Spain",2013,"Q1",6300
"Agriculture, forestry and fishing","Spain",2013,"Q2",6734
"Agriculture, forestry and fishing","Spain",2013,"Q3",6721
"Agriculture, forestry and fishing","Spain",2013,"Q4",7009
"Agriculture, forestry and fishing","Spain",2014,"Q1",6666
"Agriculture, forestry and fishing","Spain",2014,"Q2",6423
"Agriculture, forestry and fishing","Spain",2014,"Q3",6708
"Agriculture, forestry and fishing","Spain",2014,"Q4",6457
"Agriculture, forestry and fishing","Spain",2015,"Q1",7056
"Agriculture, forestry and fishing","Spain",2015,"Q2",7206
"Agriculture, forestry and fishing","Spain",2015,"Q3",7530
"Agriculture, forestry and fishing","Spain",2015,"Q4",7813
"Agriculture, forestry and fishing","Spain",2016,"Q1",7883
"Agriculture, forestry and fishing","Spain",2016,"Q2",7888
"Agriculture, forestry and fishing","Spain",2016,"Q3",8012
"Agriculture, forestry and fishing","Spain",2016,"Q4",7831
"Agriculture, forestry and fishing","Spain",2017,"Q1",8120
"Agriculture, forestry and fishing","Spain",2017,"Q2",7988
"Agriculture, forestry and fishing","Spain",2017,"Q3",8257
"Agriculture, forestry and fishing","Spain",2017,"Q4",8436
"Agriculture, forestry and fishing","Spain",2018,"Q1",8382
"Agriculture, forestry and fishing","Spain",2018,"Q2",8348
"Agriculture, forestry and fishing","Spain",2018,"Q3",7830
"Agriculture, forestry and fishing","Spain",2018,"Q4",8187
"Agriculture, forestry and fishing","Spain",2019,"Q1",7811
"Agriculture, forestry and fishing","Spain",2019,"Q2",7673
"Agriculture, forestry and fishing","Spain",2019,"Q3",8143
"Agriculture, forestry and fishing","Spain",2019,"Q4",7964
"Agriculture, forestry and fishing","Spain",2021,"Q1",8243
"Agriculture, forestry and fishing","Spain",2021,"Q2",8285
"Agriculture, forestry and fishing","Spain",2021,"Q3",8891
"Agriculture, forestry and fishing","Spain",2021,"Q4",8782
"Agriculture, forestry and fishing","Spain",2022,"Q1",7537
"Agriculture, forestry and fishing","Spain",2022,"Q2",7613
"Agriculture, forestry and fishing","Spain",2022,"Q3",7912
"Agriculture, forestry and fishing","Spain",2022,"Q4",8663
"Agriculture, forestry and fishing","Spain",2023,"Q1",8959
"Agriculture, forestry and fishing","Spain",2023,"Q2",9231
"Agriculture, forestry and fishing","Spain",2023,"Q3",9370
"Agriculture, forestry and fishing","Spain",2023,"Q4",9894
"Agriculture, forestry and fishing","Spain",2024,"Q1",10234
"Agriculture, forestry and fishing","Spain",2024,"Q2",10077
"Agriculture, forestry and fishing","Spain",2024,"Q3",10215
