"Sector","Country","Year","Quarter","Value"
"Construction","Belgium",2018,"Q1",263.9
"Construction","Belgium",2018,"Q2",265.6
"Construction","Belgium",2018,"Q3",267.7
"Construction","Belgium",2018,"Q4",266.6
"Construction","Belgium",2019,"Q1",266.5
"Construction","Belgium",2019,"Q2",267.9
"Construction","Belgium",2019,"Q3",270.7
"Construction","Belgium",2019,"Q4",269.8
"Construction","Belgium",2021,"Q1",280.1
"Construction","Belgium",2021,"Q2",283.3
"Construction","Belgium",2021,"Q3",286.2
"Construction","Belgium",2021,"Q4",285.7
"Construction","Belgium",2022,"Q1",287.8
"Construction","Belgium",2022,"Q2",289.8
"Construction","Belgium",2022,"Q3",291.5
"Construction","Belgium",2022,"Q4",290.8
"Construction","Belgium",2023,"Q1",291.9
"Construction","Belgium",2023,"Q2",292.9
"Construction","Belgium",2023,"Q3",293.3
"Construction","Belgium",2023,"Q4",291.7
"Construction","Belgium",2024,"Q1",292
"Construction","Belgium",2024,"Q2",291.5
"Construction","Belgium",2024,"Q3",291.6
"Construction","Cyprus",2010,"Q1",42.91
"Construction","Cyprus",2010,"Q2",43.14
"Construction","Cyprus",2010,"Q3",42.43
"Construction","Cyprus",2010,"Q4",41.87
"Construction","Cyprus",2011,"Q1",41.07
"Construction","Cyprus",2011,"Q2",40.73
"Construction","Cyprus",2011,"Q3",39.41
"Construction","Cyprus",2011,"Q4",38.56
"Construction","Cyprus",2012,"Q1",36.52
"Construction","Cyprus",2012,"Q2",35.48
"Construction","Cyprus",2012,"Q3",32.59
"Construction","Cyprus",2012,"Q4",31.94
"Construction","Cyprus",2013,"Q1",29.78
"Construction","Cyprus",2013,"Q2",27.56
"Construction","Cyprus",2013,"Q3",25.64
"Construction","Cyprus",2013,"Q4",25.6
"Construction","Cyprus",2014,"Q1",24.73
"Construction","Cyprus",2014,"Q2",24.62
"Construction","Cyprus",2014,"Q3",24.21
"Construction","Cyprus",2014,"Q4",24.14
"Construction","Cyprus",2015,"Q1",23.82
"Construction","Cyprus",2015,"Q2",24.19
"Construction","Cyprus",2015,"Q3",24.36
"Construction","Cyprus",2015,"Q4",24.84
"Construction","Cyprus",2016,"Q1",25.3
"Construction","Cyprus",2016,"Q2",25.82
"Construction","Cyprus",2016,"Q3",26.43
"Construction","Cyprus",2016,"Q4",27.44
"Construction","Cyprus",2017,"Q1",28.89
"Construction","Cyprus",2017,"Q2",29.82
"Construction","Cyprus",2017,"Q3",29.96
"Construction","Cyprus",2017,"Q4",32.09
"Construction","Cyprus",2018,"Q1",31.68
"Construction","Cyprus",2018,"Q2",33.15
"Construction","Cyprus",2018,"Q3",34.4
"Construction","Cyprus",2018,"Q4",36.27
"Construction","Cyprus",2019,"Q1",37.04
"Construction","Cyprus",2019,"Q2",39
"Construction","Cyprus",2019,"Q3",39.77
"Construction","Cyprus",2019,"Q4",41.4
"Construction","Cyprus",2021,"Q1",42.3
"Construction","Cyprus",2021,"Q2",43.2
"Construction","Cyprus",2021,"Q3",43.93
"Construction","Cyprus",2021,"Q4",44.23
"Construction","Cyprus",2022,"Q1",44.79
"Construction","Cyprus",2022,"Q2",44.59
"Construction","Cyprus",2022,"Q3",44.63
"Construction","Cyprus",2022,"Q4",44.74
"Construction","Cyprus",2023,"Q1",44.95
"Construction","Cyprus",2023,"Q2",45.21
"Construction","Cyprus",2023,"Q3",45.26
"Construction","Cyprus",2023,"Q4",45.64
"Construction","Cyprus",2024,"Q1",45.82
"Construction","Cyprus",2024,"Q2",45.86
"Construction","Cyprus",2024,"Q3",46.1
"Construction","Germany",2010,"Q1",2243
"Construction","Germany",2010,"Q2",2320
"Construction","Germany",2010,"Q3",2372
"Construction","Germany",2010,"Q4",2383
"Construction","Germany",2011,"Q1",2290
"Construction","Germany",2011,"Q2",2363
"Construction","Germany",2011,"Q3",2408
"Construction","Germany",2011,"Q4",2419
"Construction","Germany",2012,"Q1",2335
"Construction","Germany",2012,"Q2",2397
"Construction","Germany",2012,"Q3",2437
"Construction","Germany",2012,"Q4",2443
"Construction","Germany",2013,"Q1",2351
"Construction","Germany",2013,"Q2",2410
"Construction","Germany",2013,"Q3",2455
"Construction","Germany",2013,"Q4",2454
"Construction","Germany",2014,"Q1",2370
"Construction","Germany",2014,"Q2",2427
"Construction","Germany",2014,"Q3",2459
"Construction","Germany",2014,"Q4",2460
"Construction","Germany",2015,"Q1",2371
"Construction","Germany",2015,"Q2",2423
"Construction","Germany",2015,"Q3",2457
"Construction","Germany",2015,"Q4",2460
"Construction","Germany",2016,"Q1",2384
"Construction","Germany",2016,"Q2",2439
"Construction","Germany",2016,"Q3",2478
"Construction","Germany",2016,"Q4",2490
"Construction","Germany",2017,"Q1",2426
"Construction","Germany",2017,"Q2",2478
"Construction","Germany",2017,"Q3",2510
"Construction","Germany",2017,"Q4",2522
"Construction","Germany",2018,"Q1",2468
"Construction","Germany",2018,"Q2",2515
"Construction","Germany",2018,"Q3",2550
"Construction","Germany",2018,"Q4",2565
"Construction","Germany",2019,"Q1",2511
"Construction","Germany",2019,"Q2",2550
"Construction","Germany",2019,"Q3",2580
"Construction","Germany",2019,"Q4",2597
"Construction","Germany",2021,"Q1",2581
"Construction","Germany",2021,"Q2",2613
"Construction","Germany",2021,"Q3",2627
"Construction","Germany",2021,"Q4",2642
"Construction","Germany",2022,"Q1",2603
"Construction","Germany",2022,"Q2",2632
"Construction","Germany",2022,"Q3",2652
"Construction","Germany",2022,"Q4",2669
"Construction","Germany",2023,"Q1",2626
"Construction","Germany",2023,"Q2",2649
"Construction","Germany",2023,"Q3",2660
"Construction","Germany",2023,"Q4",2666
"Construction","Germany",2024,"Q1",2612
"Construction","Germany",2024,"Q2",2625
"Construction","Germany",2024,"Q3",2626
"Construction","Euroarea",2010,"Q1",10428.19
"Construction","Euroarea",2010,"Q2",10555.35
"Construction","Euroarea",2010,"Q3",10586.03
"Construction","Euroarea",2010,"Q4",10463.88
"Construction","Euroarea",2011,"Q1",10134.54
"Construction","Euroarea",2011,"Q2",10281.72
"Construction","Euroarea",2011,"Q3",10231.36
"Construction","Euroarea",2011,"Q4",10008.07
"Construction","Euroarea",2012,"Q1",9671.76
"Construction","Euroarea",2012,"Q2",9848.45
"Construction","Euroarea",2012,"Q3",9763.19
"Construction","Euroarea",2012,"Q4",9579.43
"Construction","Euroarea",2013,"Q1",9242.16
"Construction","Euroarea",2013,"Q2",9387.39
"Construction","Euroarea",2013,"Q3",9467.59
"Construction","Euroarea",2013,"Q4",9384.86
"Construction","Euroarea",2014,"Q1",9077.94
"Construction","Euroarea",2014,"Q2",9272.59
"Construction","Euroarea",2014,"Q3",9378.52
"Construction","Euroarea",2014,"Q4",9286.11
"Construction","Euroarea",2015,"Q1",9110.42
"Construction","Euroarea",2015,"Q2",9344.07
"Construction","Euroarea",2015,"Q3",9377.12
"Construction","Euroarea",2015,"Q4",9279.18
"Construction","Euroarea",2016,"Q1",9117.01
"Construction","Euroarea",2016,"Q2",9374.46
"Construction","Euroarea",2016,"Q3",9399.78
"Construction","Euroarea",2016,"Q4",9331.83
"Construction","Euroarea",2017,"Q1",9225.32
"Construction","Euroarea",2017,"Q2",9438.13
"Construction","Euroarea",2017,"Q3",9483.44
"Construction","Euroarea",2017,"Q4",9508.98
"Construction","Euroarea",2018,"Q1",9393.45
"Construction","Euroarea",2018,"Q2",9641.63
"Construction","Euroarea",2018,"Q3",9782.14
"Construction","Euroarea",2018,"Q4",9870.74
"Construction","Euroarea",2019,"Q1",9753.4
"Construction","Euroarea",2019,"Q2",9939.85
"Construction","Euroarea",2019,"Q3",9993.77
"Construction","Euroarea",2019,"Q4",10086.56
"Construction","Euroarea",2021,"Q1",10102.97
"Construction","Euroarea",2021,"Q2",10369.25
"Construction","Euroarea",2021,"Q3",10403.36
"Construction","Euroarea",2021,"Q4",10463.14
"Construction","Euroarea",2022,"Q1",10488.05
"Construction","Euroarea",2022,"Q2",10782.39
"Construction","Euroarea",2022,"Q3",10810.89
"Construction","Euroarea",2022,"Q4",10772.85
"Construction","Euroarea",2023,"Q1",10665.42
"Construction","Euroarea",2023,"Q2",10849.58
"Construction","Euroarea",2023,"Q3",10946.1
"Construction","Euroarea",2023,"Q4",10966.36
"Construction","Euroarea",2024,"Q1",10847.52
"Construction","Euroarea",2024,"Q2",10989.11
"Construction","Euroarea",2024,"Q3",11014.52
"Construction","Estonia",2010,"Q1",33
"Construction","Estonia",2010,"Q2",33.3
"Construction","Estonia",2010,"Q3",40
"Construction","Estonia",2010,"Q4",40.9
"Construction","Estonia",2011,"Q1",38.5
"Construction","Estonia",2011,"Q2",40.7
"Construction","Estonia",2011,"Q3",52.9
"Construction","Estonia",2011,"Q4",51.4
"Construction","Estonia",2012,"Q1",43.6
"Construction","Estonia",2012,"Q2",42.8
"Construction","Estonia",2012,"Q3",51
"Construction","Estonia",2012,"Q4",50.9
"Construction","Estonia",2013,"Q1",45.7
"Construction","Estonia",2013,"Q2",45.1
"Construction","Estonia",2013,"Q3",49.8
"Construction","Estonia",2013,"Q4",48.3
"Construction","Estonia",2014,"Q1",44.3
"Construction","Estonia",2014,"Q2",45.9
"Construction","Estonia",2014,"Q3",52.4
"Construction","Estonia",2014,"Q4",49.3
"Construction","Estonia",2015,"Q1",44.4
"Construction","Estonia",2015,"Q2",54.4
"Construction","Estonia",2015,"Q3",59.4
"Construction","Estonia",2015,"Q4",49.6
"Construction","Estonia",2016,"Q1",41.3
"Construction","Estonia",2016,"Q2",45.2
"Construction","Estonia",2016,"Q3",52.8
"Construction","Estonia",2016,"Q4",43.2
"Construction","Estonia",2017,"Q1",43.8
"Construction","Estonia",2017,"Q2",45.2
"Construction","Estonia",2017,"Q3",49.1
"Construction","Estonia",2017,"Q4",49.7
"Construction","Estonia",2018,"Q1",44.23
"Construction","Estonia",2018,"Q2",55.17
"Construction","Estonia",2018,"Q3",52.82
"Construction","Estonia",2018,"Q4",46.16
"Construction","Estonia",2019,"Q1",51.08
"Construction","Estonia",2019,"Q2",51.75
"Construction","Estonia",2019,"Q3",51.23
"Construction","Estonia",2019,"Q4",49.25
"Construction","Estonia",2021,"Q1",43.98
"Construction","Estonia",2021,"Q2",49.21
"Construction","Estonia",2021,"Q3",52
"Construction","Estonia",2021,"Q4",51.01
"Construction","Estonia",2022,"Q1",49.56
"Construction","Estonia",2022,"Q2",52.08
"Construction","Estonia",2022,"Q3",55.23
"Construction","Estonia",2022,"Q4",51.64
"Construction","Estonia",2023,"Q1",55.89
"Construction","Estonia",2023,"Q2",50.73
"Construction","Estonia",2023,"Q3",49.51
"Construction","Estonia",2023,"Q4",53.5
"Construction","Estonia",2024,"Q1",50.27
"Construction","Estonia",2024,"Q2",53.82
"Construction","Estonia",2024,"Q3",54.46
"Construction","Greece",2010,"Q1",289.04
"Construction","Greece",2010,"Q2",280.01
"Construction","Greece",2010,"Q3",275.42
"Construction","Greece",2010,"Q4",266.18
"Construction","Greece",2011,"Q1",250.71
"Construction","Greece",2011,"Q2",253.99
"Construction","Greece",2011,"Q3",237.29
"Construction","Greece",2011,"Q4",222.71
"Construction","Greece",2012,"Q1",222.71
"Construction","Greece",2012,"Q2",215.46
"Construction","Greece",2012,"Q3",204.05
"Construction","Greece",2012,"Q4",184.97
"Construction","Greece",2013,"Q1",210.3
"Construction","Greece",2013,"Q2",204.26
"Construction","Greece",2013,"Q3",200.09
"Construction","Greece",2013,"Q4",196.82
"Construction","Greece",2014,"Q1",198.38
"Construction","Greece",2014,"Q2",200.62
"Construction","Greece",2014,"Q3",209.57
"Construction","Greece",2014,"Q4",207.37
"Construction","Greece",2015,"Q1",193.17
"Construction","Greece",2015,"Q2",200.42
"Construction","Greece",2015,"Q3",195.15
"Construction","Greece",2015,"Q4",191.9
"Construction","Greece",2016,"Q1",197.49
"Construction","Greece",2016,"Q2",208.65
"Construction","Greece",2016,"Q3",194.82
"Construction","Greece",2016,"Q4",187.4
"Construction","Greece",2017,"Q1",191.94
"Construction","Greece",2017,"Q2",192.18
"Construction","Greece",2017,"Q3",195.32
"Construction","Greece",2017,"Q4",182.59
"Construction","Greece",2018,"Q1",191.48
"Construction","Greece",2018,"Q2",194.97
"Construction","Greece",2018,"Q3",193.24
"Construction","Greece",2018,"Q4",194.16
"Construction","Greece",2019,"Q1",189.17
"Construction","Greece",2019,"Q2",196.13
"Construction","Greece",2019,"Q3",192.57
"Construction","Greece",2019,"Q4",191.82
"Construction","Greece",2021,"Q1",174.03
"Construction","Greece",2021,"Q2",179.82
"Construction","Greece",2021,"Q3",185.48
"Construction","Greece",2021,"Q4",188.24
"Construction","Greece",2022,"Q1",184.49
"Construction","Greece",2022,"Q2",191.89
"Construction","Greece",2022,"Q3",189.95
"Construction","Greece",2022,"Q4",187.19
"Construction","Greece",2023,"Q1",187.83
"Construction","Greece",2023,"Q2",187.84
"Construction","Greece",2023,"Q3",200.01
"Construction","Greece",2023,"Q4",197.62
"Construction","Greece",2024,"Q1",213.33
"Construction","Greece",2024,"Q2",202.59
"Construction","Greece",2024,"Q3",217.2
"Construction","Spain",2010,"Q1",1690.4
"Construction","Spain",2010,"Q2",1723.5
"Construction","Spain",2010,"Q3",1689.5
"Construction","Spain",2010,"Q4",1593.8
"Construction","Spain",2011,"Q1",1517.2
"Construction","Spain",2011,"Q2",1462.5
"Construction","Spain",2011,"Q3",1410.2
"Construction","Spain",2011,"Q4",1314.1
"Construction","Spain",2012,"Q1",1220.3
"Construction","Spain",2012,"Q2",1237.7
"Construction","Spain",2012,"Q3",1184.5
"Construction","Spain",2012,"Q4",1123.1
"Construction","Spain",2013,"Q1",1079.5
"Construction","Spain",2013,"Q2",1062.3
"Construction","Spain",2013,"Q3",1049.2
"Construction","Spain",2013,"Q4",1016.2
"Construction","Spain",2014,"Q1",978
"Construction","Spain",2014,"Q2",1021
"Construction","Spain",2014,"Q3",1055.4
"Construction","Spain",2014,"Q4",1061.2
"Construction","Spain",2015,"Q1",1065.3
"Construction","Spain",2015,"Q2",1105.9
"Construction","Spain",2015,"Q3",1119.2
"Construction","Spain",2015,"Q4",1116.4
"Construction","Spain",2016,"Q1",1075.1
"Construction","Spain",2016,"Q2",1116.9
"Construction","Spain",2016,"Q3",1144.9
"Construction","Spain",2016,"Q4",1142.3
"Construction","Spain",2017,"Q1",1115.7
"Construction","Spain",2017,"Q2",1165.9
"Construction","Spain",2017,"Q3",1184.1
"Construction","Spain",2017,"Q4",1198.7
"Construction","Spain",2018,"Q1",1170.3
"Construction","Spain",2018,"Q2",1232.4
"Construction","Spain",2018,"Q3",1255.6
"Construction","Spain",2018,"Q4",1318.1
"Construction","Spain",2019,"Q1",1344
"Construction","Spain",2019,"Q2",1351.2
"Construction","Spain",2019,"Q3",1344.4
"Construction","Spain",2019,"Q4",1373.2
"Construction","Spain",2021,"Q1",1316.8
"Construction","Spain",2021,"Q2",1373.8
"Construction","Spain",2021,"Q3",1350.9
"Construction","Spain",2021,"Q4",1354.9
"Construction","Spain",2022,"Q1",1393.8
"Construction","Spain",2022,"Q2",1422.8
"Construction","Spain",2022,"Q3",1435.4
"Construction","Spain",2022,"Q4",1430
"Construction","Spain",2023,"Q1",1407.3
"Construction","Spain",2023,"Q2",1473.4
"Construction","Spain",2023,"Q3",1488.8
"Construction","Spain",2023,"Q4",1544.1
"Construction","Spain",2024,"Q1",1500.3
"Construction","Spain",2024,"Q2",1554.1
"Construction","Spain",2024,"Q3",1554.3
"Construction","Finland",2010,"Q1",174
"Construction","Finland",2010,"Q2",187.6
"Construction","Finland",2010,"Q3",200
"Construction","Finland",2010,"Q4",189.6
"Construction","Finland",2011,"Q1",176.8
"Construction","Finland",2011,"Q2",198
"Construction","Finland",2011,"Q3",200
"Construction","Finland",2011,"Q4",192.8
"Construction","Finland",2012,"Q1",181.2
"Construction","Finland",2012,"Q2",190.4
"Construction","Finland",2012,"Q3",198.4
"Construction","Finland",2012,"Q4",190.8
"Construction","Finland",2013,"Q1",180
"Construction","Finland",2013,"Q2",188.4
"Construction","Finland",2013,"Q3",193.6
"Construction","Finland",2013,"Q4",184.8
"Construction","Finland",2014,"Q1",173.6
"Construction","Finland",2014,"Q2",186
"Construction","Finland",2014,"Q3",193.6
"Construction","Finland",2014,"Q4",181.6
"Construction","Finland",2015,"Q1",177.2
"Construction","Finland",2015,"Q2",190.8
"Construction","Finland",2015,"Q3",200.8
"Construction","Finland",2015,"Q4",192.8
"Construction","Finland",2016,"Q1",186.4
"Construction","Finland",2016,"Q2",202.4
"Construction","Finland",2016,"Q3",206.8
"Construction","Finland",2016,"Q4",195.6
"Construction","Finland",2017,"Q1",192
"Construction","Finland",2017,"Q2",203.6
"Construction","Finland",2017,"Q3",206.4
"Construction","Finland",2017,"Q4",195.6
"Construction","Finland",2018,"Q1",198
"Construction","Finland",2018,"Q2",210
"Construction","Finland",2018,"Q3",216.8
"Construction","Finland",2018,"Q4",206
"Construction","Finland",2019,"Q1",198
"Construction","Finland",2019,"Q2",212.8
"Construction","Finland",2019,"Q3",209.2
"Construction","Finland",2019,"Q4",194.8
"Construction","Finland",2021,"Q1",186.4
"Construction","Finland",2021,"Q2",207.2
"Construction","Finland",2021,"Q3",208.8
"Construction","Finland",2021,"Q4",199.2
"Construction","Finland",2022,"Q1",187.2
"Construction","Finland",2022,"Q2",209.6
"Construction","Finland",2022,"Q3",212
"Construction","Finland",2022,"Q4",194.8
"Construction","Finland",2023,"Q1",190.4
"Construction","Finland",2023,"Q2",204.8
"Construction","Finland",2023,"Q3",198
"Construction","Finland",2023,"Q4",181.2
"Construction","Finland",2024,"Q1",167.4
"Construction","Finland",2024,"Q2",183.9
"Construction","Finland",2024,"Q3",190.4
"Construction","France",2010,"Q1",1898.3
"Construction","France",2010,"Q2",1899.5
"Construction","France",2010,"Q3",1901.5
"Construction","France",2010,"Q4",1893
"Construction","France",2011,"Q1",1892.2
"Construction","France",2011,"Q2",1902.9
"Construction","France",2011,"Q3",1905.6
"Construction","France",2011,"Q4",1894.8
"Construction","France",2012,"Q1",1891
"Construction","France",2012,"Q2",1899.3
"Construction","France",2012,"Q3",1900
"Construction","France",2012,"Q4",1888.9
"Construction","France",2013,"Q1",1882.5
"Construction","France",2013,"Q2",1890.2
"Construction","France",2013,"Q3",1894.3
"Construction","France",2013,"Q4",1883.8
"Construction","France",2014,"Q1",1879
"Construction","France",2014,"Q2",1884.6
"Construction","France",2014,"Q3",1878.2
"Construction","France",2014,"Q4",1855.3
"Construction","France",2015,"Q1",1839.8
"Construction","France",2015,"Q2",1837.7
"Construction","France",2015,"Q3",1827
"Construction","France",2015,"Q4",1804.7
"Construction","France",2016,"Q1",1791.5
"Construction","France",2016,"Q2",1793.5
"Construction","France",2016,"Q3",1789
"Construction","France",2016,"Q4",1770.7
"Construction","France",2017,"Q1",1763.8
"Construction","France",2017,"Q2",1775.5
"Construction","France",2017,"Q3",1781
"Construction","France",2017,"Q4",1775.1
"Construction","France",2018,"Q1",1779.4
"Construction","France",2018,"Q2",1795.3
"Construction","France",2018,"Q3",1808.1
"Construction","France",2018,"Q4",1809.4
"Construction","France",2019,"Q1",1821.6
"Construction","France",2019,"Q2",1848.2
"Construction","France",2019,"Q3",1865.8
"Construction","France",2019,"Q4",1873.6
"Construction","France",2021,"Q1",1963.1
"Construction","France",2021,"Q2",1992.5
"Construction","France",2021,"Q3",2008.2
"Construction","France",2021,"Q4",2012.2
"Construction","France",2022,"Q1",2024.1
"Construction","France",2022,"Q2",2041.6
"Construction","France",2022,"Q3",2045.2
"Construction","France",2022,"Q4",2039.1
"Construction","France",2023,"Q1",2041
"Construction","France",2023,"Q2",2048.6
"Construction","France",2023,"Q3",2043.5
"Construction","France",2023,"Q4",2030.5
"Construction","France",2024,"Q1",2026.3
"Construction","France",2024,"Q2",2026.3
"Construction","France",2024,"Q3",2017.5
"Construction","Croatia",2010,"Q1",133.25
"Construction","Croatia",2010,"Q2",113.44
"Construction","Croatia",2010,"Q3",122.61
"Construction","Croatia",2010,"Q4",132.25
"Construction","Croatia",2011,"Q1",124.02
"Construction","Croatia",2011,"Q2",111.5
"Construction","Croatia",2011,"Q3",112.64
"Construction","Croatia",2011,"Q4",115.81
"Construction","Croatia",2012,"Q1",103.81
"Construction","Croatia",2012,"Q2",113.04
"Construction","Croatia",2012,"Q3",111.87
"Construction","Croatia",2012,"Q4",100.06
"Construction","Croatia",2013,"Q1",107.9
"Construction","Croatia",2013,"Q2",105.62
"Construction","Croatia",2013,"Q3",96.73
"Construction","Croatia",2013,"Q4",112.92
"Construction","Croatia",2014,"Q1",104.08
"Construction","Croatia",2014,"Q2",97.99
"Construction","Croatia",2014,"Q3",96.21
"Construction","Croatia",2014,"Q4",104.74
"Construction","Croatia",2015,"Q1",104.47
"Construction","Croatia",2015,"Q2",99.74
"Construction","Croatia",2015,"Q3",108.46
"Construction","Croatia",2015,"Q4",111.43
"Construction","Croatia",2016,"Q1",115.65
"Construction","Croatia",2016,"Q2",109.1
"Construction","Croatia",2016,"Q3",103.23
"Construction","Croatia",2016,"Q4",107.78
"Construction","Croatia",2017,"Q1",111.91
"Construction","Croatia",2017,"Q2",105.39
"Construction","Croatia",2017,"Q3",98.92
"Construction","Croatia",2017,"Q4",113.32
"Construction","Croatia",2018,"Q1",124.96
"Construction","Croatia",2018,"Q2",120.99
"Construction","Croatia",2018,"Q3",120.99
"Construction","Croatia",2018,"Q4",115.2
"Construction","Croatia",2019,"Q1",132.22
"Construction","Croatia",2019,"Q2",121.89
"Construction","Croatia",2019,"Q3",101.87
"Construction","Croatia",2019,"Q4",126.52
"Construction","Croatia",2021,"Q1",145.85
"Construction","Croatia",2021,"Q2",142.33
"Construction","Croatia",2021,"Q3",131.36
"Construction","Croatia",2021,"Q4",128.91
"Construction","Croatia",2022,"Q1",137.96
"Construction","Croatia",2022,"Q2",144.38
"Construction","Croatia",2022,"Q3",139.63
"Construction","Croatia",2022,"Q4",135.27
"Construction","Croatia",2023,"Q1",133.84
"Construction","Croatia",2023,"Q2",139.69
"Construction","Croatia",2023,"Q3",154.4
"Construction","Croatia",2023,"Q4",157.49
"Construction","Croatia",2024,"Q1",148.92
"Construction","Croatia",2024,"Q2",149.38
"Construction","Croatia",2024,"Q3",157.92
"Construction","Ireland",2010,"Q1",108.11
"Construction","Ireland",2010,"Q2",104.83
"Construction","Ireland",2010,"Q3",95.84
"Construction","Ireland",2010,"Q4",91.31
"Construction","Ireland",2011,"Q1",89.14
"Construction","Ireland",2011,"Q2",87.11
"Construction","Ireland",2011,"Q3",88.63
"Construction","Ireland",2011,"Q4",88.38
"Construction","Ireland",2012,"Q1",84.46
"Construction","Ireland",2012,"Q2",81.33
"Construction","Ireland",2012,"Q3",83.03
"Construction","Ireland",2012,"Q4",85.22
"Construction","Ireland",2013,"Q1",80.44
"Construction","Ireland",2013,"Q2",85.99
"Construction","Ireland",2013,"Q3",89.44
"Construction","Ireland",2013,"Q4",87.82
"Construction","Ireland",2014,"Q1",87.18
"Construction","Ireland",2014,"Q2",90.72
"Construction","Ireland",2014,"Q3",97.21
"Construction","Ireland",2014,"Q4",100.69
"Construction","Ireland",2015,"Q1",105.47
"Construction","Ireland",2015,"Q2",109.27
"Construction","Ireland",2015,"Q3",111.11
"Construction","Ireland",2015,"Q4",109.93
"Construction","Ireland",2016,"Q1",114.38
"Construction","Ireland",2016,"Q2",119.63
"Construction","Ireland",2016,"Q3",120.08
"Construction","Ireland",2016,"Q4",121.47
"Construction","Ireland",2017,"Q1",125.63
"Construction","Ireland",2017,"Q2",128.71
"Construction","Ireland",2017,"Q3",129.5
"Construction","Ireland",2017,"Q4",134.4
"Construction","Ireland",2018,"Q1",137.85
"Construction","Ireland",2018,"Q2",146.78
"Construction","Ireland",2018,"Q3",147.83
"Construction","Ireland",2018,"Q4",144.6
"Construction","Ireland",2019,"Q1",145.48
"Construction","Ireland",2019,"Q2",147.14
"Construction","Ireland",2019,"Q3",151.17
"Construction","Ireland",2019,"Q4",148.34
"Construction","Ireland",2021,"Q1",124.94
"Construction","Ireland",2021,"Q2",130
"Construction","Ireland",2021,"Q3",148.85
