DATAFLOW,LAST UPDATE,freq,unit,nace_r2,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2002-Q4,636.80,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2003-Q1,625.64,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2003-Q2,627.13,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2003-Q3,642.33,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2003-Q4,632.36,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2004-Q1,615.54,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2004-Q2,622.72,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2004-Q3,640.38,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2004-Q4,632.35,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2005-Q1,618.65,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2005-Q2,624.43,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2005-Q3,638.96,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2005-Q4,631.63,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2006-Q1,616.74,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2006-Q2,624.35,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2006-Q3,643.38,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2006-Q4,638.33,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2007-Q1,631.61,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2007-Q2,637.73,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2007-Q3,658.98,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2007-Q4,655.41,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2008-Q1,641.56,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2008-Q2,647.83,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2008-Q3,665.71,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2008-Q4,652.18,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2009-Q1,638.38,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2009-Q2,627.56,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2009-Q3,626.98,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2009-Q4,616.09,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2010-Q1,605.06,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2010-Q2,610.86,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2010-Q3,628.13,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2010-Q4,624.20,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2011-Q1,611.13,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2011-Q2,619.55,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2011-Q3,638.48,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2011-Q4,633.48,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2012-Q1,621.13,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2012-Q2,626.19,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2012-Q3,642.70,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2012-Q4,638.28,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2013-Q1,620.83,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2013-Q2,628.38,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2013-Q3,643.56,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2013-Q4,636.27,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2014-Q1,627.76,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2014-Q2,631.49,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2014-Q3,642.67,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2014-Q4,633.76,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2015-Q1,626.82,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2015-Q2,633.28,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2015-Q3,646.99,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2015-Q4,639.76,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2016-Q1,631.79,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2016-Q2,638.89,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2016-Q3,653.12,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2016-Q4,645.71,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2017-Q1,637.17,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2017-Q2,644.53,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2017-Q3,658.01,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2017-Q4,653.40,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2018-Q1,653.67,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2018-Q2,661.49,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2018-Q3,674.78,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2018-Q4,668.64,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2019-Q1,667.97,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2019-Q2,674.80,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2019-Q3,685.25,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2019-Q4,679.39,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2020-Q1,672.83,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2020-Q2,665.52,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2020-Q3,676.76,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2020-Q4,671.18,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2021-Q1,665.98,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2021-Q2,670.76,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2021-Q3,682.21,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2021-Q4,679.36,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2022-Q1,678.98,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2022-Q2,686.50,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2022-Q3,699.06,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2022-Q4,695.82,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2023-Q1,692.42,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2023-Q2,695.96,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2023-Q3,701.90,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2023-Q4,695.10,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2024-Q1,688.13,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2024-Q2,686.70,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2024-Q3,691.18,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,Manufacturing,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Belgium,1995-Q1,676.90,,
