DATAFLOW,LAST UPDATE,freq,nace_r2,s_adj,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2006-Q4,14736.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2007-Q1,15226.4,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2007-Q2,15257.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2007-Q3,15454.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2007-Q4,15550.4,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2008-Q1,15293.4,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2008-Q2,15997.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2008-Q3,16094.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2008-Q4,14541.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2009-Q1,13978.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2009-Q2,14551.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2009-Q3,14675.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2009-Q4,14525.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2010-Q1,14285.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2010-Q2,15114.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2010-Q3,15030.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2010-Q4,15154.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2011-Q1,15907.4,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2011-Q2,15687.4,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2011-Q3,15883.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2011-Q4,15389.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2012-Q1,15883.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2012-Q2,16266.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2012-Q3,16507.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2012-Q4,16309.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2013-Q1,16114.4,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2013-Q2,16325.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2013-Q3,16420.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2013-Q4,16407.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2014-Q1,15929.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2014-Q2,16674.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2014-Q3,16914.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2014-Q4,17117.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2015-Q1,16354.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2015-Q2,17038.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2015-Q3,17462.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2015-Q4,17518.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2016-Q1,18466.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2016-Q2,18146.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2016-Q3,17984.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2016-Q4,17968.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2017-Q1,18325.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2017-Q2,18555.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2017-Q3,18651.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2017-Q4,18544.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2018-Q1,18734.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2018-Q2,19001.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2018-Q3,19255.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2018-Q4,19548.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2019-Q1,19796.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2019-Q2,19550.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2019-Q3,19663.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2019-Q4,19056.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2020-Q1,18929.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2020-Q2,16532.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2020-Q3,18989.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2020-Q4,19225.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2021-Q1,18438.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2021-Q2,19128.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2021-Q3,20209.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2021-Q4,21949.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2022-Q1,20039.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2022-Q2,20839.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2022-Q3,22798.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2022-Q4,22093.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2023-Q1,24106.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2023-Q2,23214.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2023-Q3,22483.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2023-Q4,21562.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2024-Q1,20944.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2024-Q2,21049.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2024-Q3,20549.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1995-Q1,11574.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1995-Q2,11784.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1995-Q3,11724.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1995-Q4,11784.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1996-Q1,11668.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1996-Q2,11606.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1996-Q3,11720.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1996-Q4,11751.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1997-Q1,11785.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1997-Q2,12014.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1997-Q3,12097.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1997-Q4,12192.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1998-Q1,12204.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1998-Q2,12205.4,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1998-Q3,12209.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1998-Q4,12153.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1999-Q1,12047.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1999-Q2,12052.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1999-Q3,12248.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1999-Q4,12427.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,2000-Q1,12818.4,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,Industry (except construction),Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,2000-Q2,13067.5,,
