DATAFLOW,LAST UPDATE,freq,unit,nace_r2,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,1999-Q2,244.18,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,1999-Q3,245.40,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,1999-Q4,239.76,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2000-Q1,222.02,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2000-Q2,235.06,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2000-Q3,232.77,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2000-Q4,233.14,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2001-Q1,222.47,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2001-Q2,235.41,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2001-Q3,231.57,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2001-Q4,228.94,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2002-Q1,214.44,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2002-Q2,230.57,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2002-Q3,231.52,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2002-Q4,225.61,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2003-Q1,211.07,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2003-Q2,227.86,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2003-Q3,234.08,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2003-Q4,226.66,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2004-Q1,203.99,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2004-Q2,223.16,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2004-Q3,226.98,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2004-Q4,217.73,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2005-Q1,194.20,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2005-Q2,214.49,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2005-Q3,227.25,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2005-Q4,224.11,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2006-Q1,197.55,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2006-Q2,215.23,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2006-Q3,218.62,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2006-Q4,202.35,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2007-Q1,183.25,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2007-Q2,214.63,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2007-Q3,222.91,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2007-Q4,203.36,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2008-Q1,183.58,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2008-Q2,214.16,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2008-Q3,212.06,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2008-Q4,202.34,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2009-Q1,181.33,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2009-Q2,207.84,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2009-Q3,212.64,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2009-Q4,199.55,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2010-Q1,179.34,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2010-Q2,202.20,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2010-Q3,206.65,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2010-Q4,203.84,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2011-Q1,180.14,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2011-Q2,202.95,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2011-Q3,204.22,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2011-Q4,192.56,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2012-Q1,173.80,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2012-Q2,192.56,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2012-Q3,192.29,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2012-Q4,177.92,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2013-Q1,160.43,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2013-Q2,186.96,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2013-Q3,194.24,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2013-Q4,185.81,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2014-Q1,173.88,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2014-Q2,196.46,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2014-Q3,198.89,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2014-Q4,182.87,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2015-Q1,164.34,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2015-Q2,183.24,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2015-Q3,184.36,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2015-Q4,172.02,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2016-Q1,155.09,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2016-Q2,176.11,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2016-Q3,182.17,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2016-Q4,171.79,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2017-Q1,158.92,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2017-Q2,167.96,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2017-Q3,174.20,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2017-Q4,166.87,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2018-Q1,145.90,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2018-Q2,162.78,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2018-Q3,162.03,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2018-Q4,154.39,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2019-Q1,139.75,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2019-Q2,151.12,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2019-Q3,156.18,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2019-Q4,147.59,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2020-Q1,137.08,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2020-Q2,155.47,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2020-Q3,161.12,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2020-Q4,152.28,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2021-Q1,142.09,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2021-Q2,158.21,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2021-Q3,167.36,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2021-Q4,153.76,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2022-Q1,141.85,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2022-Q2,156.89,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2022-Q3,157.53,,
ESTAT:NAMQ_10_A10_E(1.0),20/02/25 23:00:00,Quarterly,Thousand persons,"Agriculture, forestry and fishing",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total employment domestic concept,Austria,2022-Q4,143.50,,
