DATAFLOW,LAST UPDATE,freq,nace_r2,s_adj,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2002-Q1,915.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2002-Q2,886.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2002-Q3,889.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2002-Q4,887.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2003-Q1,860.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2003-Q2,858.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2003-Q3,852.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2003-Q4,871.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2004-Q1,897.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2004-Q2,921.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2004-Q3,898.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2004-Q4,871.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2005-Q1,848.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2005-Q2,791.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2005-Q3,806.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2005-Q4,846.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2006-Q1,890.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2006-Q2,847.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2006-Q3,895.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2006-Q4,976.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2007-Q1,992.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2007-Q2,1047.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2007-Q3,1063.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2007-Q4,1043.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2008-Q1,1034.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2008-Q2,1021.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2008-Q3,1005.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2008-Q4,1026.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2009-Q1,853.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2009-Q2,841.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2009-Q3,836.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2009-Q4,879.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2010-Q1,907.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2010-Q2,947.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2010-Q3,973.4,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2010-Q4,1011.4,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2011-Q1,1074.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2011-Q2,1123.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2011-Q3,1157.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2011-Q4,1172.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2012-Q1,1121.4,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2012-Q2,1142.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2012-Q3,1111.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2012-Q4,1106.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2013-Q1,995.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2013-Q2,986.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2013-Q3,1039.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2013-Q4,1100.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2014-Q1,1062.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2014-Q2,1054.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2014-Q3,1065.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2014-Q4,1025.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2015-Q1,995.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2015-Q2,968.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2015-Q3,970.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2015-Q4,983.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2016-Q1,1006.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2016-Q2,997.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2016-Q3,1039.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2016-Q4,1053.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2017-Q1,1030.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2017-Q2,1074.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2017-Q3,1128.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2017-Q4,1184.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2018-Q1,1121.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2018-Q2,1037.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2018-Q3,1036.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2018-Q4,1070.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2019-Q1,1020.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2019-Q2,1042.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2019-Q3,1030.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2019-Q4,1035.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2020-Q1,1050.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2020-Q2,1031.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2020-Q3,1006.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2020-Q4,981.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2021-Q1,1150.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2021-Q2,1271.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2021-Q3,1243.4,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2021-Q4,1258.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2022-Q1,1286.4,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2022-Q2,1641.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2022-Q3,1584.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2022-Q4,1595.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2023-Q1,1620.3,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2023-Q2,1556.4,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2023-Q3,1486.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2023-Q4,1470.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2024-Q1,1508.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2024-Q2,1509.1,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Austria,2024-Q3,1522.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1995-Q1,737.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1995-Q2,707.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1995-Q3,707.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1995-Q4,724.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1996-Q1,737.0,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1996-Q2,733.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1996-Q3,743.8,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1996-Q4,707.5,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1997-Q1,716.2,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1997-Q2,744.7,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1997-Q3,761.6,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1997-Q4,767.9,,
ESTAT:NAIDQ_10_A10(1.0),18/02/25 23:00:00,Quarterly,"Agriculture, forestry and fishing",Seasonally and calendar adjusted data,"Current prices, million euro","Value added, gross",Belgium,1998-Q1,728.4,,
